lPlayer,rPlayer,lScore,rScore,lGames,rGames,datetime,id
Chilikina E.,Khilinska Y.,1,3,"['6', '11', '9', '7']","['11', '6', '11', '11']",22.11. 04:40,UqvAj5Mf
Gubskaya E.,Kolosovska O.,3,1,"['15', '11', '9', '11']","['13', '7', '11', '9']",22.11. 04:45,8zwEkPy1
Voloshyna Y.,Kostiuk O.,0,3,"['11', '7', '5']","['13', '11', '11']",22.11. 05:10,SG7z3ZBH
Svydnytska N.,Dubrova A.,3,1,"['11', '11', '11', '11']","['2', '4', '13', '7']",22.11. 05:15,676v2gRN
Khilinska Y.,Ogarenko S.,3,0,"['13', '11', '11']","['11', '8', '8']",22.11. 05:40,0U5r1DtU
Kolosovska O.,Bohdanova A.,0,3,"['8', '6', '4']","['11', '11', '11']",22.11. 05:45,zNdAdXlo
Pachich Y.,Chilikina E.,3,0,"['12', '11', '11']","['10', '7', '7']",22.11. 06:10,xSzgLGRo
Osipenko M.,Gubskaya E.,3,2,"['12', '8', '10', '11', '11']","['10', '11', '12', '9', '6']",22.11. 06:15,GIZdKzsh
Voloshyna Y.,Khilinska Y.,0,3,"['3', '0', '8']","['11', '11', '11']",22.11. 06:40,phv1Jfdb
Svydnytska N.,Kolosovska O.,3,2,"['14', '8', '11', '8', '11']","['12', '11', '7', '11', '3']",22.11. 06:50,Orw5IEB4
Chilikina E.,Kostiuk O.,1,3,"['11', '11', '6', '8']","['9', '13', '11', '11']",22.11. 07:10,67S9HYQA
Gubskaya E.,Dubrova A.,3,0,"['11', '11', '11']","['8', '9', '7']",22.11. 07:20,KAWDGhtH
Pachich Y.,Ogarenko S.,3,1,"['14', '14', '6', '11']","['12', '12', '11', '8']",22.11. 07:40,EXVHFCeN
Osipenko M.,Bohdanova A.,-,-,[],[],22.11. 08:25,hOULEWAT
Voloshyna Y.,Chilikina E.,1,3,"['7', '8', '11', '6']","['11', '11', '7', '11']",22.11. 08:10,r3ltAjJp
Svydnytska N.,Gubskaya E.,3,2,"['8', '12', '5', '12', '11']","['11', '10', '11', '10', '5']",22.11. 08:15,Mgmp9AYj
Pachich Y.,Khilinska Y.,3,2,"['5', '12', '8', '12', '11']","['11', '10', '11', '10', '8']",22.11. 08:40,zcySXgBi
Osipenko M.,Kolosovska O.,-,-,[],[],22.11. 09:25Canc,l0uWWDQc
Kostiuk O.,Ogarenko S.,3,0,"['11', '12', '11']","['2', '10', '7']",22.11. 09:10,WOUzWXu4
Dubrova A.,Bohdanova A.,0,3,"['10', '6', '5']","['12', '11', '11']",22.11. 09:15,AFTvVieA
Voloshyna Y.,Pachich Y.,0,3,"['9', '9', '7']","['11', '11', '11']",22.11. 09:40,vkYrUBAG
Svydnytska N.,Osipenko M.,-,-,[],[],22.11. 10:00Canc,IuXnTVPM
Chilikina E.,Ogarenko S.,2,3,"['7', '9', '11', '14', '6']","['11', '11', '6', '12', '11']",22.11. 10:10,04MiSkuT
Gubskaya E.,Bohdanova A.,1,3,"['9', '4', '11', '1']","['11', '11', '9', '11']",22.11. 10:15,zcDJN9mp
Khilinska Y.,Kostiuk O.,3,0,"['11', '11', '11']","['4', '6', '5']",22.11. 10:40,UJCNMT2j
Kolosovska O.,Dubrova A.,2,3,"['11', '11', '11', '3', '9']","['13', '9', '7', '11', '11']",22.11. 10:45,8ABRLmId
Lifanova O.,Zhukova N.,3,0,"['11', '11', '13']","['9', '8', '11']",21.11. 20:00,fVNJA5P1
Lifanova O.,Man A.,0,3,"['4', '7', '9']","['11', '11', '11']",21.11. 20:30,tQSwG01s
Litovchenko M.,Sibilieva V.,3,0,"['11', '11', '11']","['9', '8', '8']",21.11. 20:30,8YB1Zl22
Orobinskaya Y.,Lebed A.,0,3,"['7', '4', '11']","['11', '11', '13']",21.11. 21:00,nPA5Y8H8
Stefaniuk A.,Man A.,2,3,"['11', '7', '15', '13', '8']","['8', '11', '13', '15', '11']",21.11. 21:00,405AXSWE
Litovchenko M.,Lebed A.,2,3,"['8', '11', '11', '10', '10']","['11', '7', '8', '12', '12']",21.11. 21:30,zmSsFKGm
Stefaniuk A.,Zhukova N.,1,3,"['10', '8', '11', '7']","['12', '11', '7', '11']",21.11. 21:30,YXpoEvWg
Lifanova O.,Stefaniuk A.,3,2,"['2', '11', '10', '11', '11']","['11', '8', '12', '3', '9']",21.11. 22:00,GdzjDbo0
Orobinskaya Y.,Sibilieva V.,1,3,"['7', '5', '11', '6']","['11', '11', '6', '11']",21.11. 22:00,fmZgCI06
Litovchenko M.,Orobinskaya Y.,1,3,"['11', '5', '3', '11']","['8', '11', '11', '13']",21.11. 22:30,OMwbBxGC
Man A.,Zhukova N.,1,3,"['9', '11', '11', '6']","['11', '7', '13', '11']",21.11. 22:30,2Dx2AdVI
Lebed A.,Sibilieva V.,1,3,"['9', '9', '11', '9']","['11', '11', '5', '11']",21.11. 23:00,4IGpZu8J
Zhukova N.,Lifanova O.,3,1,"['11', '10', '12', '11']","['9', '12', '10', '8']",21.11. 23:00,ILKlYaNP
Man A.,Stefaniuk A.,3,0,"['15', '12', '11']","['13', '10', '9']",21.11. 23:30,z17GTJVt
Sibilieva V.,Litovchenko M.,1,3,"['4', '12', '11', '8']","['11', '14', '9', '11']",21.11. 23:30,Ei6KSwom
Lebed A.,Orobinskaya Y.,3,0,"['11', '11', '11']","['7', '9', '3']",22.11. 00:00,f3NHRc0g
Man A.,Lifanova O.,0,3,"['7', '9', '5']","['11', '11', '11']",22.11. 00:00,YgMLQHFa
Lebed A.,Litovchenko M.,3,2,"['16', '5', '11', '11', '11']","['14', '11', '13', '9', '7']",22.11. 00:30,SGLPPyV5
Zhukova N.,Stefaniuk A.,3,2,"['10', '11', '11', '8', '11']","['12', '8', '6', '11', '9']",22.11. 00:30,tKPTOepC
Sibilieva V.,Orobinskaya Y.,3,2,"['11', '6', '4', '11', '11']","['6', '11', '11', '6', '7']",22.11. 01:00,OrFYNFaI
Stefaniuk A.,Lifanova O.,3,0,"['11', '12', '12']","['9', '10', '10']",22.11. 01:00,2ZDxNZEO
Orobinskaya Y.,Litovchenko M.,3,2,"['11', '6', '11', '10', '11']","['8', '11', '5', '12', '6']",22.11. 01:30,jk7KoJiP
Zhukova N.,Man A.,3,2,"['9', '11', '9', '11', '11']","['11', '9', '11', '6', '9']",22.11. 01:30,hbgnsw0t
Sibilieva V.,Lebed A.,0,3,"['7', '7', '9']","['11', '11', '11']",22.11. 02:00,zNritcFn
Kalenik S.,Novikov Y.,0,3,"['10', '9', '8']","['12', '11', '11']",21.11. 18:30,AawGzgqO
Khorolsky V.,Vavrenyuk S.,2,3,"['8', '7', '11', '11', '4']","['11', '11', '4', '5', '11']",21.11. 18:00,GxvCyZTH
Vavrenyuk S.,Novikov Y.,3,1,"['11', '10', '11', '11']","['5', '12', '9', '6']",21.11. 17:30,xnu8xFEB
Khorolsky V.,Kalenik S.,3,0,"['11', '11', '11']","['8', '8', '7']",21.11. 17:00,KAp3wea5
Vavrenyuk S.,Kalenik S.,0,3,"['13', '8', '9']","['15', '11', '11']",21.11. 16:30,tKoavypa
Khorolsky V.,Novikov Y.,3,0,"['11', '11', '11']","['8', '7', '9']",21.11. 16:00,ncneuHUh
Novikov Y.,Khorolsky V.,-,-,[],[],21.11. 19:00Canc,O2sKZCbU
Kalenik S.,Vavrenyuk S.,-,-,[],[],21.11. 19:30Canc,lQ8QfdUu
Kalenik S.,Khorolsky V.,-,-,[],[],21.11. 20:00Canc,SG7UgGqn
Novikov Y.,Vavrenyuk S.,-,-,[],[],21.11. 20:30Canc,MiMXhzah
Vavrenyuk S.,Khorolsky V.,-,-,[],[],21.11. 21:00Canc,0rLyhfEb
Novikov Y.,Kalenik S.,-,-,[],[],21.11. 21:30Canc,r7AtiET4
Gimadeev R.,Rodin A.,0,3,"['12', '9', '7']","['14', '11', '11']",21.11. 20:30,z1ZJ4Xc4
Buluy S.,Akimov Y.,3,1,"['11', '10', '11', '11']","['5', '12', '7', '8']",21.11. 21:00,4zvO3iDA
Gimadeev R.,Akimov Y.,3,2,"['11', '11', '6', '8', '11']","['9', '9', '11', '11', '9']",21.11. 21:30,rRxS2BSG
Buluy S.,Rodin A.,3,1,"['6', '11', '11', '11']","['11', '4', '5', '7']",21.11. 22:00,OOjdoqcq
Gimadeev R.,Buluy S.,3,2,"['3', '11', '11', '6', '11']","['11', '3', '6', '11', '6']",21.11. 22:30,xSf0p3Ck
Akimov Y.,Rodin A.,0,3,"['3', '5', '6']","['11', '11', '11']",21.11. 23:00,Wlf4qNRe
Rodin A.,Gimadeev R.,2,3,"['8', '11', '8', '15', '8']","['11', '8', '11', '13', '11']",21.11. 23:30,Aug8rss2
Akimov Y.,Buluy S.,2,3,"['13', '9', '11', '7', '2']","['11', '11', '6', '11', '11']",22.11. 00:05,AXbq7QJ2
Akimov Y.,Gimadeev R.,3,1,"['14', '11', '13', '11']","['12', '8', '15', '6']",22.11. 00:35,lOcm6pZ8
Rodin A.,Buluy S.,0,3,"['7', '8', '7']","['11', '11', '11']",22.11. 01:00,roci54lF
Buluy S.,Gimadeev R.,1,3,"['7', '12', '6', '6']","['11', '10', '11', '11']",22.11. 01:30,dl1e4O3L
Rodin A.,Akimov Y.,3,1,"['11', '11', '8', '11']","['1', '4', '11', '7']",22.11. 02:00,vDj03rJR
Nikiforov O.,Skotnikov S.,3,2,"['11', '3', '13', '7', '11']","['9', '11', '11', '11', '5']",21.11. 21:45,l0L8BuBl
Sergeevich I.,Melkov O.,2,3,"['3', '11', '11', '15', '9']","['11', '9', '8', '17', '11']",21.11. 22:10,AF9H9Ju1
Poletaev I.,Matveyev I.,1,3,"['5', '11', '9', '9']","['11', '9', '11', '11']",21.11. 22:15,WOADAaQf
Doncenko A.,Shmakov A.,2,3,"['18', '11', '7', '6', '8']","['16', '7', '11', '11', '11']",21.11. 22:15,dW7P7cAD
Kim S. I.,Staroverov V.,0,3,"['3', '6', '2']","['11', '11', '11']",21.11. 21:50,Iu9L8we7
Kolmin A.,Merezhko A.,2,3,"['11', '9', '5', '11', '8']","['6', '11', '11', '9', '11']",21.11. 21:40,zcH4CLer
Andryushchenko V.,Miklukha A.,0,3,"['6', '7', '10']","['11', '11', '12']",21.11. 21:55,byn8WtmE
Andryushchenko V.,Kurtenko V.,3,0,"['11', '16', '11']","['3', '14', '8']",21.11. 23:00,8AyrQvQs
Andryushchenko V.,Kurtenko A.,1,3,"['4', '11', '6', '8']","['11', '4', '11', '11']",22.11. 00:10,CvjCV02K
Andryushchenko V.,Pentuk E.,1,3,"['11', '5', '11', '9']","['1', '11', '13', '11']",22.11. 01:20,61kGUKHQ
Kalinyuk D.,Tebenko Y.,1,3,"['5', '11', '9', '7']","['11', '9', '11', '11']",21.11. 21:25,QoWnPbul
Syniavskyi I.,Tebenko Y.,1,3,"['11', '8', '11', '4']","['13', '11', '4', '11']",21.11. 23:10,AZXbMdP6
Kalinyuk D.,Sydorenko A.,3,0,"['11', '13', '11']","['9', '11', '7']",21.11. 23:50,K4FkqKWJ
Syniavskyi I.,Kalinyuk D.,1,3,"['10', '8', '11', '9']","['12', '11', '9', '11']",22.11. 00:20,beEgrvnQ
Furman O.,Tebenko Y.,0,3,"['5', '9', '4']","['11', '11', '11']",22.11. 00:55,IueQxI9m
Tebenko Y.,Sydorenko V.,3,0,"['11', '11', '11']","['4', '7', '9']",22.11. 02:05,C2fUyxPg
Furman O.,Kalinyuk D.,0,3,"['2', '11', '9']","['11', '13', '11']",21.11. 22:35,baUfNxA0
Kutuzov O.,Ekzhanov A.,3,0,"['11', '11', '11']","['8', '6', '6']",22.11. 02:10,Wvos3lct
Frolov A. G.,Ilyukhin E.,2,3,"['10', '11', '11', '6', '12']","['12', '7', '3', '11', '14']",22.11. 02:20,8px2bQBB
Suslov A.,Skrebnev A.,3,1,"['11', '11', '7', '11']","['5', '7', '11', '4']",22.11. 01:30,SQKWroCO
Shishko Y.,Lobanov A.,3,2,"['6', '11', '11', '11', '11']","['11', '6', '13', '8', '5']",22.11. 01:45,ENxba6d5
Kurilchik N.,Buyanin I.,2,3,"['8', '11', '7', '11', '8']","['11', '7', '11', '9', '11']",22.11. 02:15,zkkU1aI3
Bazhinov Y.,Slachshilin A.,3,0,"['11', '11', '13']","['8', '6', '11']",22.11. 02:45,EulY0JX9
Puhach P.,Volokhov V.,3,0,"['11', '11', '11']","['4', '5', '7']",22.11. 06:20,4UtobHHS
Zhuravlov M.,Brezickyi O.,3,1,"['11', '8', '12', '11']","['4', '11', '10', '8']",22.11. 06:25,tjYCgyQq
Zakladnyi M.,Tytyunnik O.,3,1,"['11', '8', '11', '11']","['4', '11', '7', '9']",22.11. 06:55,zDXGheuj
Puhach P.,Brezickyi O.,0,3,"['8', '8', '12']","['11', '11', '14']",22.11. 07:00,hny0FIn3
Tytyunnik O.,Volokhov V.,3,0,"['11', '11', '12']","['7', '3', '10']",22.11. 07:30,n9z4Ex29
Zhuravlov M.,Zakladnyi M.,3,0,"['11', '16', '11']","['7', '14', '5']",22.11. 07:35,0Cv8DdHF
Puhach P.,Tytyunnik O.,3,2,"['12', '12', '17', '11', '11']","['14', '10', '19', '5', '7']",22.11. 08:05,ryUCCGWL
Zakladnyi M.,Brezickyi O.,3,2,"['11', '3', '11', '9', '11']","['4', '11', '6', '11', '8']",22.11. 08:10,MRSGBznS
Zhuravlov M.,Volokhov V.,3,2,"['8', '11', '11', '7', '11']","['11', '5', '8', '11', '7']",22.11. 08:40,EJKr7ffq
Puhach P.,Zakladnyi M.,0,3,"['5', '6', '6']","['11', '11', '11']",22.11. 08:45,hAJn6E9k
Zhuravlov M.,Tytyunnik O.,1,3,"['11', '8', '9', '4']","['8', '11', '11', '11']",22.11. 09:15,zZ8i5YOe
Brezickyi O.,Volokhov V.,3,1,"['11', '11', '11', '11']","['5', '13', '2', '4']",22.11. 09:20,n9Ce4hv2
Puhach P.,Zhuravlov M.,1,3,"['11', '12', '8', '6']","['13', '10', '11', '11']",22.11. 09:50,0C0wTyH2
Zakladnyi M.,Volokhov V.,3,2,"['11', '8', '15', '4', '11']","['7', '11', '13', '11', '8']",22.11. 09:55,v3asSeW8
Tytyunnik O.,Brezickyi O.,2,3,"['11', '13', '9', '11', '5']","['9', '11', '11', '13', '11']",22.11. 10:25,dvfnRFoF
Gaevy N.,Semeniuk I.,3,2,"['7', '12', '9', '11', '11']","['11', '10', '11', '5', '9']",22.11. 11:00,E3WKiFfd
Maksimov S.,Pidleteichuk P.,3,1,"['12', '11', '15', '11']","['14', '7', '13', '9']",22.11. 11:35,EexdGbXd
Sheshurak L.,Semeniuk I.,3,0,"['11', '11', '11']","['4', '7', '6']",22.11. 12:15,zVhjQZ0L
Gaevy N.,Maksimov S.,3,1,"['11', '11', '3', '11']","['9', '8', '11', '9']",22.11. 12:30,UihfPgGR
Sheshurak L.,Pidleteichuk P.,3,1,"['11', '11', '10', '11']","['4', '8', '12', '7']",22.11. 13:25,6DqMKDOr
Maksimov S.,Semeniuk I.,0,3,"['7', '7', '3']","['11', '11', '11']",22.11. 14:40,lxZQJXwk
Sheshurak L.,Maksimov S.,1,3,"['11', '10', '8', '6']","['5', '12', '11', '11']",22.11. 14:30,SSXUIige
Gaevy N.,Pidleteichuk P.,2,3,"['11', '9', '11', '10', '7']","['9', '11', '2', '12', '11']",22.11. 15:05,M3nYHB81
Sheshurak L.,Gaevy N.,3,1,"['11', '11', '8', '11']","['9', '4', '11', '7']",22.11. 16:35,0foxHVN7
Pidleteichuk P.,Semeniuk I.,2,3,"['6', '11', '11', '4', '4']","['11', '9', '7', '11', '11']",22.11. 17:45,2aPKuF08
Derypaska R.,Popov A.,3,1,"['11', '4', '15', '11']","['7', '11', '13', '6']",22.11. 03:00,U99aYWhr
Trofimov M.,Derypaska R.,2,3,"['6', '11', '11', '7', '8']","['11', '6', '9', '11', '11']",22.11. 04:00,EcBBVUx1
Alekseev A.,Gusev M.,2,3,"['11', '11', '10', '6', '9']","['8', '6', '12', '11', '11']",22.11. 05:30,42z5vuvM
Yakovlev A.,Tikhnenko D.,0,3,"['5', '9', '10']","['11', '11', '12']",22.11. 06:00,rgZ8wagS
Kaplan S.,Korolev S.,3,0,"['11', '11', '11']","['8', '7', '5']",22.11. 05:45,0nyzZI1q
Pinkovskii P.,Innazarov A.,1,3,"['11', '9', '6', '8']","['5', '11', '11', '11']",22.11. 06:15,vwzvYxHk
Panevin S.,Golovachev E.,3,0,"['11', '11', '11']","['4', '8', '7']",22.11. 05:45,M1PrXdWe
Poletaev I.,Tsvetkov V.,3,1,"['9', '11', '11', '11']","['11', '4', '7', '9']",22.11. 06:15,z5TnWGo2
Savill L.,David P.,0,3,"['4', '5', '6']","['11', '11', '11']",22.11. 21:00,fRNVgZea
Keinath T.,Gavlas A.,3,2,"['8', '11', '11', '9', '11']","['11', '7', '8', '11', '7']",22.11. 21:35,djKnjieO
Sitak A.,Seibert J.,3,1,"['11', '11', '8', '11']","['5', '7', '11', '2']",22.11. 22:15,zsJjkBAU
Benes M.,Klos P.,3,1,"['11', '11', '9', '11']","['9', '6', '11', '6']",22.11. 23:00,C2fdAftt
Savill L.,Keinath T.,0,3,"['5', '5', '8']","['11', '11', '11']",22.11. 23:30,Q5b09Een
Sitak A.,Gavlas A.,0,3,"['6', '9', '4']","['11', '11', '11']",23.11. 00:00,8Um58YAh
Klos P.,David P.,2,3,"['4', '5', '11', '11', '7']","['11', '11', '3', '4', '11']",23.11. 00:15,nLn97hQb
Benes M.,Seibert J.,3,2,"['11', '11', '8', '7', '11']","['3', '3', '11', '11', '5']",23.11. 00:45,td1C6Cu5
Savill L.,Sitak A.,2,0,"['11', '11', '3']","['8', '8', '2']",23.11. 01:15,Kn0G5WfB
Keinath T.,David P.,3,1,"['19', '11', '5', '13']","['17', '9', '11', '11']",23.11. 01:55,2BkL4jAH
Benes M.,Gavlas A.,1,3,"['11', '9', '10', '9']","['7', '11', '12', '11']",23.11. 02:30,GEgP3APN
Klos P.,Seibert J.,0,3,"['7', '6', '6']","['11', '11', '11']",23.11. 03:00,AygT2UvU
Keinath T.,Sitak A.,-,-,[],[],23.11. 03:20Canc,Cpueblmo
Savill L.,Benes M.,0,3,"['4', '4', '4']","['11', '11', '11']",23.11. 03:45,l2OwNXPo
Seibert J.,David P.,0,3,"['4', '3', '7']","['11', '11', '11']",23.11. 04:15,ShNsMiuh
Klos P.,Gavlas A.,0,3,"['9', '4', '9']","['11', '11', '11']",23.11. 04:15,MFMoLBfb
Keinath T.,Benes M.,2,3,"['6', '8', '13', '11', '10']","['11', '11', '11', '6', '12']",23.11. 21:00,61RZhgB5
Savill L.,Klos P.,3,0,"['11', '12', '11']","['9', '10', '9']",23.11. 21:40,YkQkKV94
Seibert J.,Gavlas A.,1,3,"['11', '1', '7', '7']","['7', '11', '11', '11']",23.11. 22:15,0OQwhDQB
Sitak A.,David P.,-,-,[],[],23.11. 22:45Canc,GEFfJkPA
Keinath T.,Klos P.,3,2,"['11', '7', '8', '11', '11']","['5', '11', '11', '4', '8']",23.11. 23:15,f5EbI9vH
Savill L.,Seibert J.,3,1,"['11', '11', '9', '11']","['9', '7', '11', '9']",23.11. 23:45,MDsS0s9q
Sitak A.,Benes M.,-,-,[],[],24.11. 00:15Canc,04tWa1Ok
Gavlas A.,David P.,3,2,"['2', '11', '11', '14', '11']","['11', '7', '8', '16', '5']",24.11. 00:45,rTVzaLwd
Keinath T.,Seibert J.,1,3,"['2', '13', '12', '9']","['11', '15', '10', '11']",24.11. 01:00,dWZvbug2
Sitak A.,Klos P.,-,-,[],[],24.11. 01:45Canc,vFPsiXuI
Benes M.,David P.,0,3,"['8', '8', '8']","['11', '11', '11']",24.11. 02:15,AZNMMOV2
Savill L.,Gavlas A.,1,3,"['5', '6', '11', '2']","['11', '11', '7', '11']",24.11. 02:20,lQMQLro9
Bychkov S.,Menshikov A.,3,1,"['11', '6', '11', '11']","['7', '11', '8', '3']",22.11. 10:00,C2xOsoPP
Chernov V.,Shirshov V.,1,3,"['8', '11', '4', '3']","['11', '7', '11', '11']",22.11. 09:30,W6ayKsXI
Ilin A.,Sidorin V.,3,0,"['11', '11', '11']","['7', '4', '8']",22.11. 09:45,4YfVyGh4
Kryuchkov E.,Gribkov A.,3,0,"['11', '11', '11']","['8', '4', '6']",22.11. 09:45,UF2IvI8o
Grebenyuk B.,Klavdenkov A.,3,0,"['11', '12', '11']","['8', '10', '3']",22.11. 10:15,rJ6MwxOi
Korneev D.,Churin K.,3,2,"['8', '11', '11', '5', '12']","['11', '7', '5', '11', '10']",22.11. 10:15,Y7aZzz8A
Zholubak M.,Diachenko V.,3,0,"['11', '11', '11']","['6', '7', '7']",22.11. 20:00,4jI86Rce
Ivashkin O.,Yurchenko K.,0,3,"['8', '6', '3']","['11', '11', '11']",22.11. 20:30,nF7D5oD1
Ponomarenko O.,Yurenev O.,3,0,"['11', '11', '11']","['7', '8', '9']",22.11. 20:50,Yoj2aAjS
Malynka R.,Yolkin A.,0,3,"['7', '3', '4']","['11', '11', '11']",22.11. 21:00,Q56H45S7
Zaporozhets D.,Kurtenko A.,3,1,"['11', '12', '11', '11']","['7', '14', '7', '6']",22.11. 21:05,Q1nRwitr
Khairov D.,Podolian A.,3,1,"['11', '11', '11', '11']","['13', '5', '7', '5']",22.11. 21:20,vTSUfUbq
Zholubak M.,Yurchenko K.,0,3,"['7', '10', '8']","['11', '12', '11']",22.11. 21:30,ELaaTl58
Arevkin T.,Tkachenko A.,1,3,"['8', '11', '9', '7']","['11', '9', '11', '11']",22.11. 21:35,thDTFVz9
Yakimenko S.,Mukhin V.,0,3,"['7', '5', '1']","['11', '11', '11']",22.11. 21:50,IJRYglEk
Yolkin A.,Diachenko V.,3,1,"['11', '7', '11', '11']","['8', '11', '6', '5']",22.11. 22:00,hCb3S8KE
Dushak V.,Kurtenko A.,3,2,"['8', '14', '11', '11', '11']","['11', '12', '13', '9', '5']",22.11. 22:05,4hoVxBel
Ponomarenko O.,Podolian A.,3,1,"['6', '11', '12', '11']","['11', '6', '10', '9']",22.11. 22:20,zXwMY4bo
Ivashkin O.,Malynka R.,3,0,"['11', '11', '11']","['9', '3', '8']",22.11. 22:30,Y9CXAtks
Zaporozhets D.,Arevkin T.,2,3,"['11', '6', '11', '9', '12']","['9', '11', '8', '11', '14']",22.11. 22:40,bFpZyVAf
Mukhin V.,Yurenev O.,1,3,"['7', '8', '11', '8']","['11', '11', '5', '11']",22.11. 22:50,ENxQXODi
Zholubak M.,Yolkin A.,3,1,"['11', '6', '11', '11']","['5', '11', '6', '5']",22.11. 23:00,ppGyA04m
Dushak V.,Tkachenko A.,3,0,"['11', '11', '11']","['6', '8', '7']",22.11. 23:20,AklwykQ0
Khairov D.,Yakimenko S.,1,3,"['7', '9', '11', '6']","['11', '11', '6', '11']",22.11. 23:20,8pxUWrTc
Malynka R.,Yurchenko K.,3,2,"['8', '11', '11', '9', '11']","['11', '8', '4', '11', '8']",22.11. 23:30,v7Fu9KJg
Arevkin T.,Kurtenko A.,3,1,"['11', '11', '4', '11']","['6', '6', '11', '6']",22.11. 23:35,hEwrz9u7
Ponomarenko O.,Mukhin V.,0,3,"['5', '9', '6']","['11', '11', '11']",22.11. 23:50,MmtYV2r4
Ivashkin O.,Diachenko V.,2,3,"['11', '12', '11', '12', '11']","['5', '14', '7', '14', '13']",23.11. 00:00,IcEq8vZa
Zaporozhets D.,Tkachenko A.,3,1,"['11', '9', '11', '11']","['8', '11', '8', '6']",23.11. 00:05,W4xnZSfD
Yakimenko S.,Podolian A.,1,3,"['11', '11', '12', '7']","['6', '13', '14', '11']",23.11. 00:20,4CVxVMcA
Zholubak M.,Malynka R.,3,2,"['9', '9', '11', '12', '11']","['11', '11', '7', '10', '3']",23.11. 00:30,zZ8l7bl6
Dushak V.,Arevkin T.,1,3,"['11', '6', '10', '6']","['5', '11', '12', '11']",23.11. 00:35,KKVTcCXD
Khairov D.,Yurenev O.,0,3,"['13', '3', '10']","['15', '11', '12']",23.11. 00:50,r3UtUtDG
Ivashkin O.,Yolkin A.,0,3,"['8', '4', '6']","['11', '11', '11']",23.11. 01:00,EP7h6I3C
Tkachenko A.,Kurtenko A.,3,1,"['11', '11', '4', '11']","['7', '9', '11', '8']",23.11. 01:05,bBUXdWnK
Ponomarenko O.,Yakimenko S.,1,3,"['11', '6', '6', '7']","['9', '11', '11', '11']",23.11. 01:20,CxZpT0SM
Yurchenko K.,Diachenko V.,-,-,[],[],23.11. 02:00Awrd,8n7d5xJI
Dushak V.,Zaporozhets D.,3,1,"['11', '11', '8', '11']","['6', '3', '11', '7']",23.11. 01:35,tzKxdj2Q
Khairov D.,Mukhin V.,3,2,"['11', '5', '11', '9', '13']","['5', '11', '8', '11', '11']",23.11. 01:50,jTXlSKsT
Zholubak M.,Ivashkin O.,3,0,"['12', '11', '11']","['10', '6', '7']",23.11. 02:00,MkB04dYO
Podolian A.,Yurenev O.,3,1,"['11', '12', '5', '11']","['5', '10', '11', '5']",23.11. 02:20,dAAHNvjp
Malynka R.,Diachenko V.,-,-,[],[],23.11. 02:30Awrd,vFmdtVqj
Ponomarenko O.,Khairov D.,2,3,"['10', '12', '11', '9', '7']","['12', '10', '6', '11', '11']",23.11. 02:50,feTKMb5j
Yolkin A.,Yurchenko K.,3,2,"['11', '11', '7', '12', '12']","['8', '3', '11', '14', '10']",23.11. 03:00,hIi0ukad
Yakimenko S.,Yurenev O.,0,3,"['1', '10', '7']","['11', '12', '11']",23.11. 03:20,8bH2orri
Yurkov A.,Hrymovskyi O.,1,3,"['11', '10', '5', '6']","['6', '12', '11', '11']",23.11. 03:30,6Lur4Yyc
Adyntsev M.,Kunchurov D.,3,2,"['11', '4', '12', '7', '11']","['9', '11', '10', '11', '8']",23.11. 03:45,2mZj2C69
Mukhin V.,Podolian A.,3,2,"['12', '11', '10', '5', '11']","['10', '9', '12', '11', '5']",23.11. 03:50,nkG6p2cc
Kurischenko Y.,Kapinus R.,2,3,"['9', '8', '11', '11', '6']","['11', '11', '6', '8', '11']",23.11. 04:00,pCvn3hi3
Kononikhin V.,Kryvyi I.,3,1,"['11', '10', '13', '11']","['9', '12', '11', '8']",23.11. 04:15,tvYf1WLF
Gudimenko D.,Hrymovskyi O.,2,3,"['8', '7', '11', '11', '10']","['11', '11', '7', '6', '12']",23.11. 04:30,OfkqTuBP
Tsoi K.,Obukhov V.,3,1,"['11', '3', '11', '12']","['6', '11', '7', '10']",23.11. 05:05,z1Xb0jyM
Yurkov A.,Kurischenko Y.,3,1,"['11', '11', '12', '11']","['5', '8', '14', '9']",23.11. 05:20,Q3yBOaJt
Dynaburg L.,Semenets S.,3,0,"['11', '11', '11']","['5', '7', '8']",23.11. 05:05,zFCXEkjF
Adyntsev M.,Kryvyi I.,2,3,"['12', '8', '8', '11', '8']","['10', '11', '11', '9', '11']",23.11. 05:30,pnyvIF2O
Gudimenko D.,Kapinus R.,3,1,"['11', '11', '9', '11']","['2', '8', '11', '9']",23.11. 05:40,KvjENJYn
Karpenko O.,Dovzhenko S.,3,0,"['11', '13', '11']","['7', '11', '6']",23.11. 05:35,E5ByE95L
Obukhov V.,Kunchurov D.,1,3,"['9', '6', '11', '8']","['11', '11', '8', '11']",23.11. 05:55,OxzrHZHU
Nazarov A.,Sklyarenko A.,3,1,"['8', '11', '11', '11']","['11', '4', '9', '7']",23.11. 05:50,ngWxg8Te
Kurischenko Y.,Hrymovskyi O.,1,3,"['6', '9', '11', '3']","['11', '11', '9', '11']",23.11. 06:05,bVlIMwlg
Smyk V.,Semenets S.,3,1,"['8', '11', '11', '11']","['11', '7', '6', '9']",23.11. 06:05,IeB4iAAs
Kononikhin V.,Tsoi K.,3,0,"['11', '11', '16']","['6', '4', '14']",23.11. 06:25,0bBmxJmt
